X,Y
1876.1798163796884,870.0327410576949
916.4944084784919,951.0170916703096
521.4829822958865,804.9404482102884
349.3956258229357,909.3155995384982
1671.7699951913814,1222.1234668379743
1251.4630956983294,1026.0358657016402
-1131.4075572782697,331.8143047679457
-904.7042238754267,338.1303496921753
-1018.8175655492705,302.0222043647184
910.9566980337011,878.5941707470868
-787.3939606512705,438.1769482920487
2695.239735818892,1413.5424097393077
-708.4343910741003,437.45824934067866
-3489.038955223081,-500.0
-1070.3888512952844,186.69266508435317
145.06870765894524,820.0284615448584
2556.598620679948,1494.5297145077272
813.9242501571838,812.4712124629593
-1115.1443889597313,306.8683394103126
-866.2007930360965,365.93501748958806
2005.3083241447252,1230.674333901596
-1072.4351652878124,268.61819502353615
1867.3375421268065,1162.3355429725243
4104.690218749432,2000.0
1407.5282484890442,1076.5548306108285
144.418107140696,788.4161823400098
361.8437083635984,875.3291330528014
124.69802842052655,649.636581837055
-2614.3195042607604,-112.62502898736278
-4.7206833683286975,660.5460988221707
-52.45195448968812,599.6124411867361
1073.5162736498964,1110.3956517190352
1712.05015897612,1169.7775095821664
75.08118286628203,577.5445520354867
-269.2787237932795,618.1942682752638
1229.895290716501,1119.6639046320531
587.0524578490495,750.3098644633499
822.7723840737232,968.2969109411333
294.0721571289459,819.9022753481606
515.0497838055082,772.5052183246507
1083.455879605367,1027.9363421704597
-815.4766662097525,353.9866449428828
473.4831229700165,679.4358012017601
1490.6176142459383,1120.6382129119042
403.95437519126693,778.8214406599759
1182.9162893875068,1060.2894235619676
-497.9551563711423,470.93071772007886
2126.1446097254116,1297.2726106011182
474.91876456710486,745.6014736252562
-1523.42455536539,62.59240141002488
85.19163566656358,752.2308273511624
1091.9671775216714,929.2727066692601
344.4608959306262,825.8144648893333
-635.8030150574115,480.55187943705334
584.9379201094895,774.1589700063121
1836.7237339288877,1219.7551664688765
-1638.4779385594125,53.452954435208426
1168.2591583814394,1110.3035780757677
-2665.9441545178347,-256.0844051070627
-3205.554232486369,-304.6934339564609
-1854.4364016883458,72.2452447408632
1605.3191791022505,1130.7157711038979
-2976.3909479875615,-334.2748071926974
-718.3809778419329,450.8034577082507
1020.7773649534602,912.0300131197832
-18.31281538501209,735.1360937534103
-1395.4301832530566,265.00866585242545
-435.8457636065282,495.030150136344
-357.7177990713384,463.4787191649257
692.0174640508147,970.9049727386919
-1653.8320635531409,62.53519094793228
2296.1479988368346,1400.3174564326112
612.9450392074455,816.4490747075827
-34.75120601627824,586.2561240470018
-438.6471714231017,405.9167947015393
-179.1430957311978,580.6385413154749
-2495.3050566652228,-133.73806224213564
3352.465078366204,1756.2939687027979
849.2133516679545,937.5048931290805
-84.89345672327089,670.9750917802112
290.11294812351156,811.1428889942656
594.4961462299494,811.9735439987637
1019.7772308628082,941.7088806147246
528.8013993060156,799.1631938134524
321.79378437233737,758.9086272423851
8.891942255356023,647.9042790749588
1166.4114922181986,1081.3792100696808
-871.0791848989495,349.9108799034228
-1171.446171451017,308.65214425825945
-2028.7391796159263,1.219469275895392
-656.9054497895987,468.6017217427152
1881.435220339032,1321.2562485654298
-1430.2528313724565,82.04977006824868
828.9411108174235,947.7135879523466
720.2013334360298,867.6840202630028
-317.5799753415378,610.1096279173189
-1635.3707242081932,173.0304720475591
699.2121618166912,865.6504425542578
606.452236893949,720.8448025850744
-2271.43479931131,-54.42297671776015
-1306.3390038532411,296.5854912950268
-1133.0273078967105,261.1638624147514
345.50786055244413,799.0967222910274
-1372.582861615433,229.9253045755661
-65.96242704615561,670.2183963286611
-671.3267468870632,582.8762010760145
482.7646125038927,794.6122952665269
113.61093302527844,739.0741025563477
3425.7775676259294,1660.3897548849977
-1706.733737301942,81.9164674836494
1214.9897096228297,1111.2585094883498
-715.2833026440521,436.28565889105323
-302.2048454158725,601.9437605825221
858.8636923594717,921.3560690713234
1814.4184242637089,1133.8223308565887
1276.6415882683732,1043.891100962036
-1138.3193695733614,282.93515724790836
1013.500995660649,935.7244119825014
-3244.073575752954,-375.05412713842185
-245.1089720020599,501.98228432290966
-709.7014393214315,448.91749709086287
685.7179869197956,805.7847818761934
-593.7792437946878,410.802707981142
-1461.3970251644503,218.5698046023441
-2241.3656335908267,-37.68933730380246
-386.99166500403624,472.10347550082247
-886.83147779612,419.6533697373151
1305.0785268685343,1067.7658805902247
732.4026491280591,880.3753962981386
-715.5623500068135,397.0647459087438
927.7563095659312,907.5416151531451
-2997.776649045277,-299.79584885228394
-683.729663379572,495.7124178963429
989.7764008570366,1004.0118205024203
906.5345315662233,983.5866373441045
-2012.6180474547332,-13.768510335673454
-1252.57613068512,332.0415931760705
1528.7083858276803,1094.8736798607438
432.051615663179,741.191312254846
-1137.4140830532351,320.241603816884
-1301.7155614363223,237.80185680562602
152.04863413627757,745.0423429029963
-144.595866001678,611.4727707568813
24.32268161501878,700.7354927826655
-3212.292971684178,-357.99182051621256
246.46481008624406,725.5489532904678
-2082.329210597529,-12.293094362761337
-925.5902397185782,326.4790147384923
994.4572773378391,975.0364089660106
134.68362238685134,806.8207658031938
-1022.583112677781,360.09271090594655
1429.042062515137,1185.7854475848208
439.0101014553572,860.8928272989367
2517.2546936032436,1340.905810136104
-157.32990796755163,488.894100849203
-2353.929342422896,-147.3839114623358
-2208.6735940497465,-115.97028310980664
-560.3952842913687,483.35985632808524
-742.4549246776344,502.60975176140676
153.81921574800617,515.5529712038168
-510.18322203269656,427.4678018580454
2431.0384402168447,1451.351835377496
