X,Y
-2000.0,-1791.2
-1979.8995,-1654.398
-1959.799,-1755.1959
-1939.6985,-1737.194
-1919.598,-1587.992
-1899.4974,-1574.19
-1879.397,-1551.888
-1859.2965,-1534.2859
-1839.1959,-1647.184
-1819.0955,-1500.0819
-1798.995,-1611.1799
-1778.8945,-1462.3779
-1758.794,-1575.1759
-1738.6935,-1430.0739
-1718.593,-1539.1719
-1698.4924,-1521.1698
-1678.392,-1503.1678
-1658.2915,-1485.1658
-1638.1909,-1340.1638
-1618.0905,-1449.1619
-1597.99,-1431.1598
-1577.8894,-1295.9578
-1557.789,-1268.4558
-1537.6885,-1242.4537
-1517.5879,-1359.1517
-1497.4874,-1341.1498
-1477.387,-1323.1477
-1457.2864,-1171.9457
-1437.1859,-1287.1437
-1417.0854,-1142.2417
-1396.985,-1118.2397
-1376.8844,-1107.4377
-1356.7839,-1089.9357
-1336.6835,-1066.6337
-1316.5829,-1179.1317
-1296.4824,-1161.1296
-1276.382,-1143.1277
-1256.2814,-996.52563
-1236.1809,-972.1236
-1216.0804,-955.92163
-1195.9799,-948.4196
-1175.8794,-934.4176
-1155.7789,-900.81555
-1135.6783,-887.4136
-1115.5779,-868.51154
-1095.4774,-849.20953
-1075.3768,-963.10754
-1055.2764,-945.1055
-1035.1759,-927.1035
-1015.0754,-909.1015
-994.97485,-891.0995
-974.8744,-742.5975
-954.77386,-855.09546
-934.67334,-710.49347
-914.5729,-687.99146
-894.47235,-801.0895
-874.3719,-783.08746
-854.27136,-634.4854
-834.17084,-616.08344
-814.0704,-601.5814
-793.96985,-582.6794
-773.8693,-565.8774
-753.76886,-675.0754
-733.66833,-657.07336
-713.5678,-512.6714
-693.46735,-489.66934
-673.3668,-603.0673
-653.26636,-585.0653
-633.16583,-436.16333
-613.0653,-416.16132
-592.96484,-398.35928
-572.8643,-513.0573
-552.7638,-358.55527
-532.6633,-477.05325
-512.5628,-459.05127
-492.4623,-309.44925
-472.36182,-423.04724
-452.2613,-274.24524
-432.1608,-259.9432
-412.0603,-238.6412
-391.9598,-216.2392
-371.85928,-333.0372
-351.7588,-179.73517
-331.6583,-167.03317
-311.5578,-279.03116
-291.45728,-261.02914
-271.35678,-243.02713
-251.25629,-98.52512
-231.15578,-75.52312
-211.05528,-61.921104
-190.95477,-171.01909
-170.85428,-26.817085
-150.75377,-135.01508
-130.65326,-117.01306
-110.552765,-99.011055
-90.45226,46.790955
-70.35176,58.592964
-50.251255,83.59498
-30.150753,-27.003016
-10.050251,-9.001005
10.050251,142.30101
30.150753,27.003016
50.251255,178.00502
70.35176,186.10704
90.45226,81.00905
110.552765,99.011055
130.65326,117.01306
150.75377,135.01508
170.85428,153.01709
190.95477,304.3191
211.05528,318.9211
231.15578,337.1231
251.25629,225.02513
271.35678,243.02713
291.45728,384.72916
311.5578,279.03116
331.6583,297.03317
351.7588,448.23517
371.85928,467.63718
391.9598,351.03918
412.0603,369.0412
432.1608,387.0432
452.2613,405.04523
472.36182,423.04724
492.4623,441.04926
512.5628,459.05127
532.6633,604.65326
552.7638,495.05527
572.8643,635.3573
592.96484,652.8593
613.0653,549.0613
633.16583,567.0633
653.26636,585.0653
673.3668,730.76733
693.46735,621.06934
713.5678,760.87134
733.66833,782.07336
753.76886,675.0754
773.8693,821.4774
793.96985,711.0794
814.0704,729.0814
834.17084,876.6834
854.27136,895.6854
874.3719,907.9874
894.47235,801.0895
914.5729,819.09143
934.67334,837.09344
954.77386,855.09546
974.8744,998.89746
994.97485,1021.5995
1015.0754,909.1015
1035.1759,927.1035
1055.2764,945.1055
1075.3768,1093.7075
1095.4774,1106.3096
1115.5779,999.1116
1135.6783,1148.2136
1155.7789,1166.7156
1175.8794,1182.8176
1195.9799,1071.1196
1216.0804,1213.1216
1236.1809,1236.8236
1256.2814,1252.5256
1276.382,1276.1277
1296.4824,1161.1296
1316.5829,1179.1317
1336.6835,1327.8336
1356.7839,1215.1356
1376.8844,1233.1377
1396.985,1382.5397
1417.0854,1395.5417
1437.1859,1287.1437
1457.2864,1435.0458
1477.387,1448.9478
1497.4874,1341.1498
1517.5879,1359.1517
1537.6885,1377.1538
1557.789,1395.1558
1577.8894,1413.1578
1597.99,1431.1598
1618.0905,1576.1619
1638.1909,1592.7638
1658.2915,1485.1658
1678.392,1503.1678
1698.4924,1521.1698
1718.593,1539.1719
1738.6935,1557.1738
1758.794,1706.9758
1778.8945,1714.8779
1798.995,1736.1799
1819.0955,1755.5819
1839.1959,1771.3839
1859.2965,1665.1859
1879.397,1683.188
1899.4974,1822.8899
1919.598,1719.192
1939.6985,1737.194
1959.799,1886.496
1979.8995,1898.198
2000.0,1791.2
